Geographic Area Name [0],State [1],Type [2],Population (2020) [3],CENTLAT [4],CENTLON [5],Nearest 5K+ city,Nearest 5K+ distance
Rolla city,North Dakota,INC,1223,48.853046,-99.6144186,Loading...,Loading...
Ross city,North Dakota,INC,95,48.3127752,-102.5435091,Loading...,Loading...
Rugby city,North Dakota,INC,2509,48.3653691,-99.9904014,Loading...,Loading...
Ruso city,North Dakota,INC,1,47.8373319,-100.9342684,Loading...,Loading...
Rutland city,North Dakota,INC,163,46.0543434,-97.5068013,Loading...,Loading...
Ryder city,North Dakota,INC,108,47.9211037,-101.6694184,Loading...,Loading...
Sanborn city,North Dakota,INC,161,46.9427932,-98.2238119,Loading...,10.39784634
Sarles city,North Dakota,INC,16,48.9449675,-98.9968815,Loading...,Loading...
Sawyer city,North Dakota,INC,319,48.0894575,-101.0533136,Loading...,Loading...
Scranton city,North Dakota,INC,258,46.1494792,-103.1429773,Loading...,Loading...
Selfridge city,North Dakota,INC,127,46.0416822,-100.9243571,Loading...,Loading...
Sentinel Butte city,North Dakota,INC,61,46.9195127,-103.8399725,Loading...,Loading...
Sharon city,North Dakota,INC,86,47.5973961,-97.899413,Loading...,Loading...
Sheldon city,North Dakota,INC,95,46.5884914,-97.4943824,Loading...,Loading...
Sherwood city,North Dakota,INC,194,48.9618669,-101.6328016,Loading...,Loading...
Sheyenne city,North Dakota,INC,186,47.8272874,-99.1168325,Loading...,Loading...
Sibley city,North Dakota,INC,19,47.2186019,-97.9653061,Loading...,Loading...
Solen city,North Dakota,INC,70,46.3873125,-100.7956474,Loading...,Loading...
Souris city,North Dakota,INC,37,48.9099588,-100.6826475,Loading...,Loading...
South Heart city,North Dakota,INC,394,46.8690891,-102.992676,Loading...,Loading...
Spiritwood Lake city,North Dakota,INC,97,47.0743065,-98.5866135,Loading...,Loading...
Springbrook city,North Dakota,INC,37,48.252117,-103.4617835,Loading...,Loading...
St. John city,North Dakota,INC,322,48.9437665,-99.7130963,Loading...,Loading...
St. Thomas city,North Dakota,INC,323,48.6192358,-97.447107,Loading...,Loading...
Stanley city,North Dakota,INC,2321,48.3137096,-102.3973361,Loading...,Loading...
Stanton city,North Dakota,INC,368,47.3186813,-101.3822168,Loading...,Loading...
Starkweather city,North Dakota,INC,100,48.452084,-98.8784409,Loading...,Loading...
Steele city,North Dakota,INC,665,46.8568007,-99.9181253,Loading...,Loading...
Strasburg city,North Dakota,INC,379,46.1337724,-100.1610573,Loading...,Loading...
Streeter city,North Dakota,INC,149,46.6576178,-99.3568181,Loading...,Loading...
Surrey city,North Dakota,INC,1357,48.2435138,-101.1339198,Loading...,Loading...
Sykeston city,North Dakota,INC,105,47.466071,-99.3993152,Loading...,Loading...
Tappen city,North Dakota,INC,217,46.871603,-99.6270959,Loading...,Loading...
Taylor city,North Dakota,INC,230,46.9017986,-102.4221919,Loading...,17.49336088
Thompson city,North Dakota,INC,1101,47.7752008,-97.105402,Loading...,Loading...
Tioga city,North Dakota,INC,2202,48.394747,-102.9431276,Loading...,Loading...
Tolley city,North Dakota,INC,41,48.7303015,-101.827083,Loading...,Loading...
Tolna city,North Dakota,INC,136,47.8256993,-98.4381639,Devils Lake cityNorth Dakota,Loading...
Tower City city,North Dakota,INC,268,46.9263084,-97.6760352,Loading...,Loading...
Towner city,North Dakota,INC,479,48.3471203,-100.4069835,Loading...,Loading...
Turtle Lake city,North Dakota,INC,542,47.5215799,-100.8907261,Loading...,Loading...
Tuttle city,North Dakota,INC,60,47.144491,-99.9934039,Loading...,Loading...
Underwood city,North Dakota,INC,784,47.4550988,-101.1418303,Loading...,Loading...
Upham city,North Dakota,INC,135,48.5815501,-100.7284324,Loading...,Loading...
Valley City city,North Dakota,INC,6575,46.9222364,-98.0054981,Loading...,Loading...
Velva city,North Dakota,INC,1086,48.0581929,-100.9328871,Loading...,Loading...
Venturia city,North Dakota,INC,21,45.9970762,-99.5478001,Loading...,Loading...
Verona city,North Dakota,INC,59,46.3626286,-98.0771496,Valley City cityNorth Dakota,Loading...
Voltaire city,North Dakota,INC,46,48.0186705,-100.8440062,Loading...,Loading...
Wahpeton city,North Dakota,INC,8007,46.2721371,-96.6118099,Loading...,Loading...
Walcott city,North Dakota,INC,262,46.5504724,-96.9375498,Loading...,Loading...
Wales city,North Dakota,INC,10,48.8952381,-98.600806,Loading...,Loading...
Walhalla city,North Dakota,INC,893,48.9210389,-97.9175169,Loading...,Loading...
Warwick city,North Dakota,INC,55,47.8547304,-98.7056461,Loading...,Loading...
Washburn city,North Dakota,INC,1300,47.2920507,-101.0278383,Loading...,Loading...
Watford City city,North Dakota,INC,6207,47.8026567,-103.2676878,Loading...,Loading...
West Fargo city,North Dakota,INC,38626,46.8573297,-96.9057084,Loading...,Loading...
Westhope city,North Dakota,INC,374,48.9111764,-101.01771,Loading...,Loading...
White Earth city,North Dakota,INC,100,48.3798677,-102.7717554,Loading...,Loading...
Wildrose city,North Dakota,INC,115,48.6299518,-103.1836677,Loading...,Loading...
Williston city,North Dakota,INC,29160,48.181413,-103.6363428,Loading...,Loading...
Willow City city,North Dakota,INC,149,48.6046913,-100.2933109,Loading...,Loading...
Wilton city,North Dakota,INC,718,47.1580922,-100.7841702,Loading...,Loading...
Wimbledon city,North Dakota,INC,178,47.1690669,-98.4586288,Loading...,Loading...
Wing city,North Dakota,INC,132,47.1422664,-100.2823175,Loading...,Loading...
Wishek city,North Dakota,INC,864,46.2554098,-99.5545917,Loading...,Loading...
Wolford city,North Dakota,INC,43,48.4974827,-99.7038146,Loading...,Loading...
Woodworth city,North Dakota,INC,44,47.1422263,-99.3042285,Loading...,Loading...
Wyndmere city,North Dakota,INC,454,46.2641285,-97.1311822,Loading...,Loading...
York city,North Dakota,INC,17,48.3132429,-99.5732567,Loading...,Loading...
Zap city,North Dakota,INC,221,47.2846812,-101.9232773,Loading...,49.08052143
Zeeland city,North Dakota,INC,82,45.9729435,-99.832442,Loading...,Loading...
Ai CDP,Ohio,CDP,322,41.6271581,-83.9385156,Loading...,Loading...
Alvordton CDP,Ohio,CDP,200,41.6646675,-84.4346788,Loading...,Loading...
Amelia CDP,Ohio,CDP,12575,39.0268321,-84.2218155,Withamsville CDPOhio,Loading...
Andersonville CDP,Ohio,CDP,778,39.4338969,-83.0189612,Loading...,Loading...
Apple Valley CDP,Ohio,CDP,5352,40.4388708,-82.3481183,Loading...,Loading...
Atwater CDP,Ohio,CDP,776,41.025782,-81.1600463,Loading...,Loading...
Austinburg CDP,Ohio,CDP,505,41.7691684,-80.8556049,Loading...,Loading...
Austintown CDP,Ohio,CDP,29594,41.0932101,-80.7404762,Loading...,Loading...
Bainbridge CDP,Ohio,CDP,9242,41.3854965,-81.3477851,Loading...,Loading...
Ballville CDP,Ohio,CDP,3823,41.3224014,-83.1341135,Loading...,Loading...
Bannock CDP,Ohio,CDP,159,40.104259,-80.9755591,Loading...,Loading...
Bascom CDP,Ohio,CDP,397,41.1290426,-83.286925,Loading...,Loading...
Bass Lake CDP,Ohio,CDP,530,41.5555713,-81.2256734,Loading...,Loading...
Beckett Ridge CDP,Ohio,CDP,9192,39.3448039,-84.4380385,Loading...,Loading...
Beechwood Trails CDP,Ohio,CDP,3276,40.0251282,-82.6462962,Loading...,Loading...
Bentonville CDP,Ohio,CDP,253,38.7455182,-83.6102668,Loading...,Loading...
Berlin CDP,Ohio,CDP,1447,40.5544758,-81.7997889,Loading...,Loading...
Beulah Beach CDP,Ohio,CDP,75,41.3918758,-82.4429466,Loading...,Loading...
Bidwell CDP,Ohio,CDP,863,38.924817,-82.2856575,Loading...,Loading...
Birmingham CDP,Ohio,CDP,286,41.3301888,-82.361651,Loading...,Loading...
Blacklick Estates CDP,Ohio,CDP,8990,39.9049017,-82.8654867,Loading...,Loading...
Bladensburg CDP,Ohio,CDP,180,40.2852093,-82.2836552,Loading...,Loading...
Blaine CDP,Ohio,CDP,473,40.0687459,-80.8095038,Loading...,Loading...
Bloomingville CDP,Ohio,CDP,255,41.3554039,-82.7299368,Loading...,Loading...
Blue Jay CDP,Ohio,CDP,1427,39.2308237,-84.7441317,Loading...,Loading...
Bolindale CDP,Ohio,CDP,1921,41.208846,-80.7784351,Loading...,Loading...
Bolton CDP,Ohio,CDP,654,40.9430873,-81.1252518,Loading...,Loading...
Bourneville CDP,Ohio,CDP,241,39.2828557,-83.1596104,Loading...,Loading...
Brady Lake CDP,Ohio,CDP,1222,41.1642586,-81.315815,Loading...,Loading...
Brandt CDP,Ohio,CDP,282,39.9026841,-84.0907444,Huber Heights cityOhio,Loading...
Brecon CDP,Ohio,CDP,408,39.279721,-84.3532084,Loading...,Loading...
Bridgetown CDP,Ohio,CDP,14731,39.1551402,-84.635929,Loading...,Loading...
Brilliant CDP,Ohio,CDP,1317,40.2701612,-80.6319316,Loading...,Loading...
Brimfield CDP,Ohio,CDP,3365,41.0941377,-81.3482397,Loading...,Loading...
Brookfield Center CDP,Ohio,CDP,1141,41.2383606,-80.554807,Loading...,Loading...
Brownsville CDP,Ohio,CDP,214,39.9437154,-82.2516558,Loading...,Loading...
Brunersburg CDP,Ohio,CDP,314,41.3074796,-84.3919319,Loading...,Loading...
Buffalo CDP,Ohio,CDP,373,39.9168615,-81.5204182,Loading...,Loading...
Buford CDP,Ohio,CDP,306,39.0719877,-83.8392663,Loading...,Loading...
Burlington CDP,Ohio,CDP,2416,38.4100032,-82.5283898,Loading...,Loading...
Calcutta CDP,Ohio,CDP,3941,40.6840074,-80.5620728,Loading...,Loading...
Camp Dennison CDP,Ohio,CDP,384,39.193448,-84.2898964,Loading...,Loading...
Canal Lewisville CDP,Ohio,CDP,417,40.2989475,-81.840232,Loading...,Loading...
Candlewood Lake CDP,Ohio,CDP,1329,40.6214248,-82.7763839,Loading...,Loading...
Carbon Hill CDP,Ohio,CDP,178,39.5020609,-82.2425615,Loading...,Loading...
Celeryville CDP,Ohio,CDP,222,41.0287337,-82.7273316,Loading...,Loading...
Champion Heights CDP,Ohio,CDP,6386,41.3031065,-80.8513761,Loading...,Loading...
Cherry Fork CDP,Ohio,CDP,170,38.8871542,-83.6125511,Loading...,Loading...
Cherry Grove CDP,Ohio,CDP,4419,39.0802279,-84.3219679,Loading...,Loading...
Chesterland CDP,Ohio,CDP,7074,41.526919,-81.354527,Loading...,Loading...
Chippewa Park CDP,Ohio,CDP,819,40.5160367,-83.8875254,Loading...,Loading...
Choctaw Lake CDP,Ohio,CDP,2047,39.9608622,-83.487458,Loading...,Loading...
Churchill CDP,Ohio,CDP,2176,41.1694558,-80.6659731,Loading...,1.589661066
Cinnamon Lake CDP,Ohio,CDP,1237,40.9835087,-82.1913448,Loading...,Loading...
Clarktown CDP,Ohio,CDP,911,38.8497964,-82.9085367,Loading...,Loading...
Coldstream CDP,Ohio,CDP,1322,39.0479979,-84.3473468,Loading...,Loading...
Collins CDP,Ohio,CDP,628,41.2508315,-82.4914782,Loading...,Loading...
Concorde Hills CDP,Ohio,CDP,644,39.210768,-84.3573325,Loading...,Loading...
Connorville CDP,Ohio,CDP,160,40.1937019,-80.7176065,Loading...,Loading...
Covedale CDP,Ohio,CDP,6472,39.1267048,-84.6369507,Loading...,Loading...
Crystal Lakes CDP,Ohio,CDP,1394,39.8861733,-84.0242187,Loading...,Loading...
Crystal Rock CDP,Ohio,CDP,138,41.4477874,-82.8419285,Loading...,Loading...
Curtice CDP,Ohio,CDP,1552,41.6159953,-83.3743166,Loading...,Loading...
Cynthiana CDP,Ohio,CDP,57,39.1736223,-83.3484529,Loading...,Loading...
Damascus CDP,Ohio,CDP,418,40.9042323,-80.9523459,Loading...,Loading...
Darbydale CDP,Ohio,CDP,768,39.8544708,-83.1794731,Loading...,Loading...
Darrtown CDP,Ohio,CDP,514,39.4974739,-84.6690282,Loading...,Loading...
Day Heights CDP,Ohio,CDP,2625,39.1754982,-84.2274648,Loading...,Loading...
Delhi Hills CDP,Ohio,CDP,5022,39.0870898,-84.6176269,Loading...,Loading...
Delshire CDP,Ohio,CDP,3158,39.0884475,-84.5949766,Loading...,Loading...
Dent CDP,Ohio,CDP,12301,39.1914731,-84.6600641,Loading...,Loading...
Derby CDP,Ohio,CDP,355,39.763983,-83.2068026,Loading...,Loading...
Devola CDP,Ohio,CDP,2639,39.4739131,-81.4679836,Loading...,Loading...
Dillonvale CDP,Ohio,CDP,3436,39.2173007,-84.4030036,Loading...,Loading...
Dola CDP,Ohio,CDP,143,40.7847697,-83.6989324,Loading...,Loading...
Drexel CDP,Ohio,CDP,1693,39.7381616,-84.2930343,Loading...,Loading...
Dry Ridge CDP,Ohio,CDP,2698,39.2587769,-84.6340204,Northgate CDPOhio,Loading...
Dry Run CDP,Ohio,CDP,7672,39.1049181,-84.3312199,Loading...,Loading...
Duncan Falls CDP,Ohio,CDP,898,39.8777246,-81.9111998,Loading...,Loading...
Dundee CDP,Ohio,CDP,269,40.5868148,-81.6069403,Loading...,7.696363986
Dunlap CDP,Ohio,CDP,1658,39.2909036,-84.6301457,Loading...,Loading...
East Alliance CDP,Ohio,CDP,268,40.9091905,-81.0741672,Loading...,Loading...
East Fultonham CDP,Ohio,CDP,290,39.8476057,-82.1225275,Loading...,Loading...
East Liberty CDP,Ohio,CDP,371,40.3339377,-83.585019,Loading...,Loading...
East Rochester CDP,Ohio,CDP,224,40.7494855,-81.0399372,Loading...,Loading...
East Springfield CDP,Ohio,CDP,185,40.447388,-80.8599241,Loading...,Loading...
Eaton Estates CDP,Ohio,CDP,1155,41.3060784,-82.0114321,Loading...,Loading...
Edgewood CDP,Ohio,CDP,4185,41.878389,-80.7460195,Loading...,Loading...
Elizabethtown CDP,Ohio,CDP,323,39.1621447,-84.8037774,Loading...,Loading...
Etna CDP,Ohio,CDP,1209,39.9542177,-82.6878185,Loading...,Loading...
Fairfield Beach CDP,Ohio,CDP,1267,39.9182631,-82.4791168,Loading...,Loading...
Finneytown CDP,Ohio,CDP,12399,39.2158544,-84.514446,Loading...,Loading...
Five Points CDP,Ohio,CDP,2247,39.5594859,-84.1867814,Loading...,Loading...
Flat Rock CDP,Ohio,CDP,227,41.2354665,-82.8591972,Loading...,Loading...
Forestville CDP,Ohio,CDP,10615,39.0711261,-84.3388765,Loading...,Loading...
Fort McKinley CDP,Ohio,CDP,3473,39.802639,-84.2460711,Loading...,Loading...
Fort Seneca CDP,Ohio,CDP,230,41.2043412,-83.167914,Loading...,Loading...
Fort Shawnee CDP,Ohio,CDP,6263,40.6814319,-84.1486922,Loading...,Loading...
Four Bridges CDP,Ohio,CDP,3401,39.3828062,-84.3542373,Loading...,Loading...
Franklin Furnace CDP,Ohio,CDP,1525,38.6117593,-82.8440845,Loading...,Loading...
Fresno CDP,Ohio,CDP,140,40.3308018,-81.7386274,Loading...,Loading...
Friendship CDP,Ohio,CDP,343,38.6979771,-83.1004857,Loading...,Loading...
Fruit Hill CDP,Ohio,CDP,3748,39.0698102,-84.3670049,Loading...,Loading...
Glencoe CDP,Ohio,CDP,264,40.0105256,-80.8814185,St. Clairsville cityOhio,Loading...
Glenmoor CDP,Ohio,CDP,1829,40.6639239,-80.6132966,Loading...,Loading...
Gomer CDP,Ohio,CDP,345,40.8456958,-84.1811912,Loading...,Loading...
Good Hope CDP,Ohio,CDP,202,39.4467206,-83.3594052,Loading...,Loading...
Goshen CDP,Ohio,CDP,715,39.2325265,-84.1532825,Loading...,Loading...
Grandview CDP,Ohio,CDP,1312,39.1922228,-84.7245197,Loading...,Loading...
Granville South CDP,Ohio,CDP,1420,40.0520868,-82.541532,Loading...,Loading...
Green Meadows CDP,Ohio,CDP,2373,39.8671932,-83.9453342,Loading...,Loading...
Greentown CDP,Ohio,CDP,3382,40.9266242,-81.4014811,Loading...,Loading...
Groesbeck CDP,Ohio,CDP,7365,39.2290305,-84.5958972,Loading...,Loading...
Guilford Lake CDP,Ohio,CDP,1188,40.8032108,-80.8771851,Loading...,Loading...
Hamburg CDP,Ohio,CDP,456,39.651939,-82.660861,Loading...,Loading...
Hannibal CDP,Ohio,CDP,314,39.671769,-80.8741054,Loading...,Loading...
Harbor Hills CDP,Ohio,CDP,1565,39.9366024,-82.4343119,Loading...,Loading...
Harrisburg CDP,Ohio,CDP,306,40.8873428,-81.2299539,Loading...,Loading...
Haydenville CDP,Ohio,CDP,337,39.4808086,-82.3238045,Loading...,Loading...
Hessville CDP,Ohio,CDP,174,41.4030574,-83.2430697,Loading...,Loading...
Hidden Lakes CDP,Ohio,CDP,16,40.5479454,-82.7632073,Loading...,Loading...
Hide-A-Way Hills CDP,Ohio,CDP,976,39.6551219,-82.4659705,Loading...,Loading...
Highland Holiday CDP,Ohio,CDP,571,39.1949183,-83.4703275,Loading...,Loading...
Highpoint CDP,Ohio,CDP,1558,39.2891762,-84.3471314,Loading...,Loading...
Hilltop CDP,Ohio,CDP,658,41.1626286,-80.7407934,Loading...,Loading...
Hockingport CDP,Ohio,CDP,205,39.1908376,-81.7491712,Loading...,Loading...
Holiday Lakes CDP,Ohio,CDP,828,41.0923585,-82.7291102,Loading...,2.821081561
Holiday Valley CDP,Ohio,CDP,1480,39.8535969,-83.9620057,Loading...,Loading...
Homeworth CDP,Ohio,CDP,492,40.8357465,-81.064943,Loading...,Loading...
Hooven CDP,Ohio,CDP,464,39.1863765,-84.7631853,Loading...,Loading...
Howard CDP,Ohio,CDP,246,40.4093199,-82.3274146,Apple Valley CDPOhio,Loading...
Howland Center CDP,Ohio,CDP,6351,41.2483265,-80.7443785,Loading...,Loading...
Huber Ridge CDP,Ohio,CDP,4940,40.0909714,-82.9172528,Loading...,Loading...
Hunter CDP,Ohio,CDP,3363,39.4939805,-84.2851424,Loading...,4.165451928
Iberia CDP,Ohio,CDP,431,40.6747188,-82.8402296,Loading...,Loading...
Jacksontown CDP,Ohio,CDP,402,39.960609,-82.4129162,Loading...,Loading...
Jersey CDP,Ohio,CDP,427,40.0557663,-82.7227078,Loading...,Loading...
Kanauga CDP,Ohio,CDP,185,38.8412093,-82.1494639,Loading...,Loading...
Kansas CDP,Ohio,CDP,175,41.2451499,-83.2839159,Loading...,Loading...
Kenwood CDP,Ohio,CDP,7570,39.2065914,-84.3750426,Loading...,Loading...
Kidron CDP,Ohio,CDP,966,40.7439962,-81.7467267,Loading...,Loading...
Kilbourne CDP,Ohio,CDP,127,40.3323041,-82.9592379,Loading...,Loading...
Kimbolton CDP,Ohio,CDP,152,40.1508569,-81.575835,Loading...,Loading...
Kings Mills CDP,Ohio,CDP,1336,39.358538,-84.2504872,Loading...,Loading...
Kingsville CDP,Ohio,CDP,824,41.8868907,-80.6770933,Loading...,Loading...
Kinsman Center CDP,Ohio,CDP,574,41.4544375,-80.5854634,Loading...,Loading...
Kunkle CDP,Ohio,CDP,173,41.6359425,-84.4942244,Loading...,Loading...
La Croft CDP,Ohio,CDP,1078,40.6468297,-80.5997842,Loading...,Loading...
Lafayette CDP,Ohio,CDP,206,39.9407874,-83.405527,Loading...,Loading...
Lafferty CDP,Ohio,CDP,255,40.1142489,-81.0189301,Loading...,Loading...
Lake Buckhorn CDP,Ohio,CDP,720,40.4744272,-81.9081615,Loading...,Loading...
Lake Darby CDP,Ohio,CDP,4731,39.9605014,-83.2243453,Loading...,Loading...
Lake Lakengren CDP,Ohio,CDP,3387,39.6893727,-84.6899706,Loading...,Loading...
Lake Lorelei CDP,Ohio,CDP,1172,39.1875333,-83.9715047,Loading...,16.62455591
Lake Milton CDP,Ohio,CDP,637,41.0960738,-80.9811904,Loading...,Loading...
Lake Mohawk CDP,Ohio,CDP,1601,40.6607265,-81.1928307,Loading...,Loading...
Lake Seneca CDP,Ohio,CDP,529,41.6695231,-84.6515928,Loading...,Loading...
Lake Tomahawk CDP,Ohio,CDP,494,40.7638235,-80.5951777,East Liverpool cityOhio,Loading...
Lake Waynoka CDP,Ohio,CDP,1381,38.9401286,-83.7786516,Loading...,Loading...
Lakeside CDP,Ohio,CDP,668,41.5409001,-82.7533949,Loading...,Loading...
Landen CDP,Ohio,CDP,6995,39.3154489,-84.2766847,Loading...,Loading...
Lansing CDP,Ohio,CDP,596,40.0758796,-80.7919255,Loading...,Loading...
Lawrenceville CDP,Ohio,CDP,667,39.9843366,-83.8764661,Loading...,Loading...
Leavittsburg CDP,Ohio,CDP,1571,41.2469139,-80.8769297,Loading...,Loading...
Lewistown CDP,Ohio,CDP,202,40.4237522,-83.8846275,Loading...,Loading...
Limaville CDP,Ohio,CDP,151,40.9843132,-81.1481933,Loading...,Loading...
Lincoln Heights CDP,Ohio,CDP,1039,40.7673098,-82.479555,Loading...,Loading...
Lincoln Village CDP,Ohio,CDP,9702,39.9531703,-83.1314781,Loading...,Loading...
Little Hocking CDP,Ohio,CDP,244,39.2606851,-81.7018868,Loading...,Loading...
Lloydsville CDP,Ohio,CDP,280,40.0699711,-80.9982603,Loading...,Loading...
Logan Elm Village CDP,Ohio,CDP,1045,39.570406,-82.9471114,Loading...,Loading...
Loveland Park CDP,Ohio,CDP,1737,39.294966,-84.2641151,Loading...,Loading...
Lucasville CDP,Ohio,CDP,1655,38.8780104,-82.9850009,Loading...,Loading...
Mack CDP,Ohio,CDP,11088,39.1492261,-84.6794569,Loading...,Loading...
Madison Place CDP,Ohio,CDP,572,39.155298,-84.3764646,Loading...,Loading...
Maple Ridge CDP,Ohio,CDP,667,40.914286,-81.0468124,Loading...,Loading...
Maplewood Park CDP,Ohio,CDP,243,41.1392584,-80.5797618,Loading...,Loading...
Marathon CDP,Ohio,CDP,155,39.1453354,-84.0062487,Loading...,Loading...
Maria Stein CDP,Ohio,CDP,1067,40.4075534,-84.4792164,Loading...,Loading...
Marlboro CDP,Ohio,CDP,247,40.9504814,-81.2165172,Loading...,Loading...
Marne CDP,Ohio,CDP,772,40.0725179,-82.3090478,Loading...,6.132466683
Massieville CDP,Ohio,CDP,584,39.2630991,-82.9658684,Loading...,Loading...
Masury CDP,Ohio,CDP,2001,41.2083351,-80.537806,Loading...,Loading...
McCutchenville CDP,Ohio,CDP,371,40.9943273,-83.2546679,Loading...,Loading...
McDermott CDP,Ohio,CDP,308,38.8343686,-83.0584869,Portsmouth cityOhio,Loading...
McKinley Heights CDP,Ohio,CDP,950,41.1860223,-80.7176877,Loading...,Loading...
Medway CDP,Ohio,CDP,627,39.8836753,-84.0136277,Loading...,Loading...
Melmore CDP,Ohio,CDP,173,41.0261554,-83.1049775,Loading...,Loading...
Miami Heights CDP,Ohio,CDP,5166,39.167643,-84.715148,Loading...,Loading...
Miamitown CDP,Ohio,CDP,1256,39.217058,-84.7095592,Loading...,Loading...
Miamiville CDP,Ohio,CDP,205,39.2123057,-84.300082,Loading...,Loading...
Middlebranch CDP,Ohio,CDP,2117,40.8968087,-81.3321978,Loading...,Loading...
Miller CDP,Ohio,CDP,455,38.5324596,-82.3061221,Loading...,Loading...
Millfield CDP,Ohio,CDP,311,39.434038,-82.0948746,Loading...,Loading...
Mineral Ridge CDP,Ohio,CDP,3951,41.1385472,-80.7672422,Loading...,Loading...
Minford CDP,Ohio,CDP,641,38.8618746,-82.8551914,Loading...,Loading...
Mitiwanga CDP,Ohio,CDP,326,41.3812387,-82.465908,Loading...,Loading...
Monfort Heights CDP,Ohio,CDP,12070,39.1822782,-84.6074958,Loading...,Loading...
Montrose-Ghent CDP,Ohio,CDP,5254,41.1538025,-81.6437899,Loading...,Loading...
Morgandale CDP,Ohio,CDP,1139,41.2669982,-80.7957649,Loading...,Loading...
Mount Carmel CDP,Ohio,CDP,4828,39.0978648,-84.2994817,Loading...,Loading...
Mount Healthy Heights CDP,Ohio,CDP,2918,39.2702457,-84.5692565,Loading...,Loading...
Mount Hope CDP,Ohio,CDP,197,40.6240723,-81.7766366,Loading...,Loading...
Mount Repose CDP,Ohio,CDP,4648,39.1906872,-84.2197426,Loading...,Loading...
Mulberry CDP,Ohio,CDP,3459,39.1975441,-84.2510951,Loading...,Loading...
Nankin CDP,Ohio,CDP,435,40.9140833,-82.2855944,Loading...,Loading...
Nashport CDP,Ohio,CDP,449,40.0679971,-82.1734369,Loading...,Loading...
Neapolis CDP,Ohio,CDP,497,41.4906151,-83.8747085,Loading...,7.182880014
Neffs CDP,Ohio,CDP,878,40.0320308,-80.8170952,Loading...,Loading...
Negley CDP,Ohio,CDP,274,40.7927364,-80.5359464,Loading...,Loading...
Nettle Lake CDP,Ohio,CDP,210,41.6785934,-84.7270449,Loading...,Loading...
New Baltimore CDP,Ohio,CDP,1596,39.2743047,-84.6704622,Loading...,Loading...
New Burlington CDP,Ohio,CDP,5049,39.262784,-84.5501479,Loading...,Loading...
New California CDP,Ohio,CDP,2225,40.1502869,-83.2372561,Loading...,Loading...
New Hampshire CDP,Ohio,CDP,150,40.5539684,-83.953184,Loading...,Loading...
New Haven CDP (Hamilton County),Ohio,CDP,572,41.0305936,-82.6814107,Loading...,Loading...
New Haven CDP (Huron County),Ohio,CDP,356,39.2771446,-84.7440307,Loading...,Loading...
New Marshfield CDP,Ohio,CDP,316,39.3253967,-82.2165256,Loading...,Loading...
New Pittsburg CDP,Ohio,CDP,303,40.8416072,-82.0989408,Loading...,Loading...
New Springfield CDP,Ohio,CDP,579,40.9182826,-80.6030618,Loading...,Loading...
Newport CDP (Shelby County),Ohio,CDP,169,40.2950366,-84.3691775,Loading...,Loading...
Newport CDP (Washington County),Ohio,CDP,895,39.3965487,-81.2247665,Loading...,Loading...
North Industry CDP,Ohio,CDP,1528,40.7361864,-81.3727562,Loading...,Loading...
North Lawrence CDP,Ohio,CDP,212,40.8416662,-81.6346022,Loading...,Loading...
North Lima CDP,Ohio,CDP,1369,40.949556,-80.6611649,Loading...,Loading...
North Madison CDP,Ohio,CDP,8188,41.8298155,-81.0509614,Loading...,Loading...
North Zanesville CDP,Ohio,CDP,3116,39.9905994,-81.9981759,Loading...,Loading...
Northbrook CDP,Ohio,CDP,10912,39.2466854,-84.5796242,Loading...,Loading...
Northgate CDP,Ohio,CDP,7277,39.2531611,-84.5941675,Loading...,Loading...
Northridge CDP,Ohio,CDP,7518,39.9971071,-83.7770477,Loading...,Loading...
Oceola CDP,Ohio,CDP,156,40.844087,-83.0947631,Loading...,Loading...
Old Fort CDP,Ohio,CDP,143,41.2418772,-83.1514169,Green cityOhio,Loading...
Olde West Chester CDP,Ohio,CDP,201,39.3352154,-84.4034754,Loading...,Loading...
Orient CDP,Ohio,CDP,246,39.8055826,-83.1527758,Loading...,Loading...
Pancoastburg CDP,Ohio,CDP,68,39.6239624,-83.2642207,Loading...,10.55248507
Park Layne CDP,Ohio,CDP,4248,39.8881372,-84.039386,Loading...,Loading...
Parkman CDP,Ohio,CDP,282,41.3722107,-81.0592299,Loading...,Loading...
Pekin CDP,Ohio,CDP,314,40.7206973,-81.1246188,Loading...,Loading...
Perry Heights CDP,Ohio,CDP,8391,40.7977396,-81.4680498,Loading...,Loading...
Petersburg CDP,Ohio,CDP,405,40.9093304,-80.5331703,Loading...,Loading...
Pettisville CDP,Ohio,CDP,469,41.5323515,-84.2230901,Loading...,Loading...
Pheasant Run CDP,Ohio,CDP,1362,41.2072094,-82.1480873,Loading...,Loading...
Pigeon Creek CDP,Ohio,CDP,886,41.1101229,-81.6722349,Loading...,Loading...
Plainville CDP,Ohio,CDP,120,39.143837,-84.359299,Loading...,Loading...
Pleasant Grove CDP,Ohio,CDP,1726,39.9512409,-81.9593052,Loading...,Loading...
Pleasant Hills CDP,Ohio,CDP,950,39.2364633,-84.5228566,Loading...,Loading...
Pleasant Run CDP,Ohio,CDP,4861,39.2926938,-84.575724,Loading...,Loading...
Pleasant Run Farm CDP,Ohio,CDP,4779,39.3016075,-84.5493187,Loading...,Loading...
Plumwood CDP,Ohio,CDP,257,40.0087918,-83.4148117,Loading...,Loading...
Portage Lakes CDP,Ohio,CDP,6407,41.0034324,-81.5347204,Loading...,Loading...
